campaign_id,campaign_name,channel,user_id,test_group,converted
1,Summer Email Campaign,Email,1,control,0
1,Summer Email Campaign,Email,2,control,0
1,Summer Email Campaign,Email,3,control,0
1,Summer Email Campaign,Email,4,control,0
1,Summer Email Campaign,Email,5,control,0
1,Summer Email Campaign,Email,6,control,0
1,Summer Email Campaign,Email,7,control,0
1,Summer Email Campaign,Email,8,control,0
1,Summer Email Campaign,Email,9,control,0
1,Summer Email Campaign,Email,10,control,0
1,Summer Email Campaign,Email,11,control,0
1,Summer Email Campaign,Email,12,control,0
1,Summer Email Campaign,Email,13,control,0
1,Summer Email Campaign,Email,14,control,0
1,Summer Email Campaign,Email,15,control,0
1,Summer Email Campaign,Email,16,control,0
1,Summer Email Campaign,Email,17,control,0
1,Summer Email Campaign,Email,18,control,0
1,Summer Email Campaign,Email,19,control,0
1,Summer Email Campaign,Email,20,control,0
1,Summer Email Campaign,Email,21,control,0
1,Summer Email Campaign,Email,22,control,0
1,Summer Email Campaign,Email,23,control,0
1,Summer Email Campaign,Email,24,control,0
1,Summer Email Campaign,Email,25,control,1
1,Summer Email Campaign,Email,26,control,0
1,Summer Email Campaign,Email,27,control,0
1,Summer Email Campaign,Email,28,control,0
1,Summer Email Campaign,Email,29,control,0
1,Summer Email Campaign,Email,30,control,0
1,Summer Email Campaign,Email,31,control,0
1,Summer Email Campaign,Email,32,control,0
1,Summer Email Campaign,Email,33,control,0
1,Summer Email Campaign,Email,34,control,0
1,Summer Email Campaign,Email,35,control,0
1,Summer Email Campaign,Email,36,control,0
1,Summer Email Campaign,Email,37,control,0
1,Summer Email Campaign,Email,38,control,0
1,Summer Email Campaign,Email,39,control,0
1,Summer Email Campaign,Email,40,control,0
1,Summer Email Campaign,Email,41,control,0
1,Summer Email Campaign,Email,42,control,0
1,Summer Email Campaign,Email,43,control,0
1,Summer Email Campaign,Email,44,control,0
1,Summer Email Campaign,Email,45,control,0
1,Summer Email Campaign,Email,46,control,0
1,Summer Email Campaign,Email,47,control,0
1,Summer Email Campaign,Email,48,control,0
1,Summer Email Campaign,Email,49,control,0
1,Summer Email Campaign,Email,50,control,0
1,Summer Email Campaign,Email,51,control,0
1,Summer Email Campaign,Email,52,control,0
1,Summer Email Campaign,Email,53,control,0
1,Summer Email Campaign,Email,54,control,0
1,Summer Email Campaign,Email,55,control,0
1,Summer Email Campaign,Email,56,control,0
1,Summer Email Campaign,Email,57,control,0
1,Summer Email Campaign,Email,58,control,0
1,Summer Email Campaign,Email,59,control,0
1,Summer Email Campaign,Email,60,control,0
1,Summer Email Campaign,Email,61,control,0
1,Summer Email Campaign,Email,62,control,0
1,Summer Email Campaign,Email,63,control,0
1,Summer Email Campaign,Email,64,control,0
1,Summer Email Campaign,Email,65,control,0
1,Summer Email Campaign,Email,66,control,0
1,Summer Email Campaign,Email,67,control,0
1,Summer Email Campaign,Email,68,control,0
1,Summer Email Campaign,Email,69,control,0
1,Summer Email Campaign,Email,70,control,0
1,Summer Email Campaign,Email,71,control,0
1,Summer Email Campaign,Email,72,control,0
1,Summer Email Campaign,Email,73,control,0
1,Summer Email Campaign,Email,74,control,0
1,Summer Email Campaign,Email,75,control,0
1,Summer Email Campaign,Email,76,control,0
1,Summer Email Campaign,Email,77,control,0
1,Summer Email Campaign,Email,78,control,0
1,Summer Email Campaign,Email,79,control,0
1,Summer Email Campaign,Email,80,control,0
1,Summer Email Campaign,Email,81,control,0
1,Summer Email Campaign,Email,82,control,0
1,Summer Email Campaign,Email,83,control,0
1,Summer Email Campaign,Email,84,control,0
1,Summer Email Campaign,Email,85,control,0
1,Summer Email Campaign,Email,86,control,0
1,Summer Email Campaign,Email,87,control,0
1,Summer Email Campaign,Email,88,control,0
1,Summer Email Campaign,Email,89,control,0
1,Summer Email Campaign,Email,90,control,0
1,Summer Email Campaign,Email,91,control,0
1,Summer Email Campaign,Email,92,control,0
1,Summer Email Campaign,Email,93,control,0
1,Summer Email Campaign,Email,94,control,0
1,Summer Email Campaign,Email,95,control,0
1,Summer Email Campaign,Email,96,control,1
1,Summer Email Campaign,Email,97,control,0
1,Summer Email Campaign,Email,98,control,0
1,Summer Email Campaign,Email,99,control,0
1,Summer Email Campaign,Email,100,control,0
1,Summer Email Campaign,Email,101,control,0
1,Summer Email Campaign,Email,102,control,0
1,Summer Email Campaign,Email,103,control,0
1,Summer Email Campaign,Email,104,control,0
1,Summer Email Campaign,Email,105,control,0
1,Summer Email Campaign,Email,106,control,0
1,Summer Email Campaign,Email,107,control,0
1,Summer Email Campaign,Email,108,control,0
1,Summer Email Campaign,Email,109,control,0
1,Summer Email Campaign,Email,110,control,0
1,Summer Email Campaign,Email,111,control,0
1,Summer Email Campaign,Email,112,control,0
1,Summer Email Campaign,Email,113,control,0
1,Summer Email Campaign,Email,114,control,0
1,Summer Email Campaign,Email,115,control,0
1,Summer Email Campaign,Email,116,control,0
1,Summer Email Campaign,Email,117,control,0
1,Summer Email Campaign,Email,118,control,0
1,Summer Email Campaign,Email,119,control,0
1,Summer Email Campaign,Email,120,control,0
1,Summer Email Campaign,Email,121,control,0
1,Summer Email Campaign,Email,122,control,0
1,Summer Email Campaign,Email,123,control,0
1,Summer Email Campaign,Email,124,control,0
1,Summer Email Campaign,Email,125,control,0
1,Summer Email Campaign,Email,126,control,0
1,Summer Email Campaign,Email,127,control,0
1,Summer Email Campaign,Email,128,control,0
1,Summer Email Campaign,Email,129,control,0
1,Summer Email Campaign,Email,130,control,0
1,Summer Email Campaign,Email,131,control,0
1,Summer Email Campaign,Email,132,control,0
1,Summer Email Campaign,Email,133,control,0
1,Summer Email Campaign,Email,134,control,0
1,Summer Email Campaign,Email,135,control,0
1,Summer Email Campaign,Email,136,control,0
1,Summer Email Campaign,Email,137,control,0
1,Summer Email Campaign,Email,138,control,0
1,Summer Email Campaign,Email,139,control,0
1,Summer Email Campaign,Email,140,control,0
1,Summer Email Campaign,Email,141,control,0
1,Summer Email Campaign,Email,142,control,0
1,Summer Email Campaign,Email,143,control,0
1,Summer Email Campaign,Email,144,control,0
1,Summer Email Campaign,Email,145,control,0
1,Summer Email Campaign,Email,146,control,0
1,Summer Email Campaign,Email,147,control,0
1,Summer Email Campaign,Email,148,control,0
1,Summer Email Campaign,Email,149,control,0
1,Summer Email Campaign,Email,150,control,0
1,Summer Email Campaign,Email,151,control,0
1,Summer Email Campaign,Email,152,control,0
1,Summer Email Campaign,Email,153,control,0
1,Summer Email Campaign,Email,154,control,0
1,Summer Email Campaign,Email,155,control,0
1,Summer Email Campaign,Email,156,control,0
1,Summer Email Campaign,Email,157,control,0
1,Summer Email Campaign,Email,158,control,0
1,Summer Email Campaign,Email,159,control,0
1,Summer Email Campaign,Email,160,control,0
1,Summer Email Campaign,Email,161,control,0
1,Summer Email Campaign,Email,162,control,0
1,Summer Email Campaign,Email,163,control,1
1,Summer Email Campaign,Email,164,control,0
1,Summer Email Campaign,Email,165,control,0
1,Summer Email Campaign,Email,166,control,0
1,Summer Email Campaign,Email,167,control,0
1,Summer Email Campaign,Email,168,control,0
1,Summer Email Campaign,Email,169,control,0
1,Summer Email Campaign,Email,170,control,0
1,Summer Email Campaign,Email,171,control,0
1,Summer Email Campaign,Email,172,control,0
1,Summer Email Campaign,Email,173,control,0
1,Summer Email Campaign,Email,174,control,0
1,Summer Email Campaign,Email,175,control,0
1,Summer Email Campaign,Email,176,control,0
1,Summer Email Campaign,Email,177,control,0
1,Summer Email Campaign,Email,178,control,0
1,Summer Email Campaign,Email,179,control,0
1,Summer Email Campaign,Email,180,control,0
1,Summer Email Campaign,Email,181,control,0
1,Summer Email Campaign,Email,182,control,0
1,Summer Email Campaign,Email,183,control,0
1,Summer Email Campaign,Email,184,control,0
1,Summer Email Campaign,Email,185,control,0
1,Summer Email Campaign,Email,186,control,0
1,Summer Email Campaign,Email,187,control,0
1,Summer Email Campaign,Email,188,control,0
1,Summer Email Campaign,Email,189,control,0
1,Summer Email Campaign,Email,190,control,0
1,Summer Email Campaign,Email,191,control,0
1,Summer Email Campaign,Email,192,control,0
1,Summer Email Campaign,Email,193,control,0
1,Summer Email Campaign,Email,194,control,0
1,Summer Email Campaign,Email,195,control,0
1,Summer Email Campaign,Email,196,control,0
1,Summer Email Campaign,Email,197,control,0
1,Summer Email Campaign,Email,198,control,0
1,Summer Email Campaign,Email,199,control,0
1,Summer Email Campaign,Email,200,control,0
1,Summer Email Campaign,Email,201,control,0
1,Summer Email Campaign,Email,202,control,0
1,Summer Email Campaign,Email,203,control,0
1,Summer Email Campaign,Email,204,control,0
1,Summer Email Campaign,Email,205,control,0
1,Summer Email Campaign,Email,206,control,0
1,Summer Email Campaign,Email,207,control,0
1,Summer Email Campaign,Email,208,control,0
1,Summer Email Campaign,Email,209,control,0
1,Summer Email Campaign,Email,210,control,0
1,Summer Email Campaign,Email,211,control,0
1,Summer Email Campaign,Email,212,control,0
1,Summer Email Campaign,Email,213,control,0
1,Summer Email Campaign,Email,214,control,1
1,Summer Email Campaign,Email,215,control,0
1,Summer Email Campaign,Email,216,control,0
1,Summer Email Campaign,Email,217,control,0
1,Summer Email Campaign,Email,218,control,0
1,Summer Email Campaign,Email,219,control,0
